item_id,item_name,item_type,parent_id,quantity,lead_time,cost,supplier,inventory,min_stock,assembly_time,distributor,transport_method,transport_cost,transport_time,timestamp
RM017,Raw_material RM017,raw_material,CP013,1,8,3591,Supplier_026,63,5,40,Distributor_013,Air Freight,3176,16,2018-01-18 07:54:16
SC020,Subcomponent SC020,subcomponent,CP003,5,10,26870,Supplier_021,28,2,31,Distributor_014,Rail,2405,8,2019-03-09 06:20:14
SC018,Subcomponent SC018,subcomponent,CP007,3,16,29277,Supplier_028,27,3,35,Distributor_012,Rail,5680,17,2017-02-02 16:52:44
RM005,Raw_material RM005,raw_material,CP007,4,1,572,Supplier_039,95,3,46,Distributor_001,Truck,862,19,2011-04-22 08:23:26
SC016,Subcomponent SC016,subcomponent,CP019,1,16,7816,Supplier_020,33,3,64,Distributor_011,Sea Freight,6238,3,2017-04-26 08:51:23
CP011,Component CP011,component,SS014,5,31,504392,Supplier_040,35,5,37,Distributor_011,Rail,3563,3,2013-11-23 19:11:30
SC005,Subcomponent SC005,subcomponent,CP013,4,18,8362,Supplier_028,33,2,60,Distributor_014,Sea Freight,3726,25,2018-02-26 01:17:46
SC011,Subcomponent SC011,subcomponent,CP006,5,11,29342,Supplier_011,56,4,1,Distributor_004,Truck,1565,21,2017-10-30 23:36:35
RM004,Raw_material RM004,raw_material,CP006,3,9,1195,Supplier_040,63,2,3,Distributor_006,Rail,3002,10,2016-01-10 04:02:24
SC016,Subcomponent SC016,subcomponent,CP011,2,13,28168,Supplier_041,48,3,66,Distributor_002,Sea Freight,2874,20,2014-09-15 13:33:58
CP016,Component CP016,component,SS008,2,18,447331,Supplier_017,13,4,43,Distributor_007,Truck,5360,29,2015-12-04 17:51:59
SC016,Subcomponent SC016,subcomponent,CP005,4,18,25518,Supplier_016,45,3,44,Distributor_001,Air Freight,4924,27,2012-06-08 15:56:17
SC001,Subcomponent SC001,subcomponent,CP016,2,17,18979,Supplier_002,19,2,64,Distributor_005,Truck,8966,23,2014-12-05 19:23:49
CP013,Component CP013,component,SS010,1,18,299839,Supplier_019,22,5,58,Distributor_011,Sea Freight,7995,10,2011-05-31 00:40:22
SC015,Subcomponent SC015,subcomponent,CP013,2,10,16711,Supplier_016,26,3,57,Distributor_009,Air Freight,4654,25,2014-06-27 08:51:08
SS001,Subsystem SS001,subsystem,SY012,3,39,1544235,Supplier_003,9,3,28,Distributor_012,Rail,6924,17,2012-08-17 10:34:25
CP013,Component CP013,component,SS005,4,31,454358,Supplier_031,13,4,9,Distributor_010,Sea Freight,4178,5,2014-10-05 05:31:57
SC012,Subcomponent SC012,subcomponent,CP017,1,18,41252,Supplier_033,33,3,30,Distributor_001,Air Freight,4174,4,2018-01-23 09:03:46
SC011,Subcomponent SC011,subcomponent,CP006,4,11,22258,Supplier_037,53,2,25,Distributor_012,Truck,5961,8,2011-08-22 10:55:22
SC013,Subcomponent SC013,subcomponent,CP013,3,6,39263,Supplier_004,32,3,3,Distributor_013,Sea Freight,4674,18,2013-12-20 17:45:06
CP004,Component CP004,component,SS013,5,17,129294,Supplier_021,20,2,32,Distributor_008,Sea Freight,7894,5,2012-09-27 22:08:25
SC020,Subcomponent SC020,subcomponent,CP003,5,12,9392,Supplier_017,22,2,54,Distributor_001,Sea Freight,5281,30,2018-05-18 15:46:23
SC011,Subcomponent SC011,subcomponent,CP004,3,8,16604,Supplier_035,35,4,29,Distributor_012,Truck,9190,22,2012-04-25 23:42:52
RM002,Raw_material RM002,raw_material,CP004,3,7,4744,Supplier_007,84,5,24,Distributor_002,Rail,797,23,2013-10-28 23:48:18
CP006,Component CP006,component,SS001,2,27,492790,Supplier_033,36,2,58,Distributor_011,Truck,1483,25,2013-11-25 01:41:20
SC013,Subcomponent SC013,subcomponent,CP006,4,13,32645,Supplier_008,38,2,38,Distributor_013,Truck,4473,21,2021-10-31 09:21:59
SS017,Subsystem SS017,subsystem,SY006,3,45,1715825,Supplier_015,14,4,60,Distributor_005,Truck,5182,1,2017-11-23 21:49:23
CP019,Component CP019,component,SS010,2,34,366431,Supplier_005,19,3,12,Distributor_011,Air Freight,9016,7,2012-09-30 10:27:35
SC018,Subcomponent SC018,subcomponent,CP004,5,17,7642,Supplier_033,31,4,21,Distributor_006,Sea Freight,4182,19,2014-01-08 09:42:31
SC012,Subcomponent SC012,subcomponent,CP019,4,5,21599,Supplier_010,49,3,15,Distributor_001,Rail,905,23,2012-01-03 00:04:39
CP005,Component CP005,component,SS017,5,16,226944,Supplier_007,22,4,63,Distributor_006,Truck,3028,30,2019-09-25 20:10:28
SC005,Subcomponent SC005,subcomponent,CP005,4,6,48470,Supplier_040,35,4,70,Distributor_007,Rail,9558,13,2015-03-18 19:38:55
RM005,Raw_material RM005,raw_material,CP005,5,4,492,Supplier_010,96,3,37,Distributor_013,Sea Freight,1014,18,2019-06-10 22:16:57
SS011,Subsystem SS011,subsystem,SY002,1,83,1178812,Supplier_016,8,2,13,Distributor_012,Rail,3336,8,2016-05-23 23:00:39
CP006,Component CP006,component,SS007,2,34,123469,Supplier_018,14,3,7,Distributor_011,Sea Freight,2861,22,2019-02-14 21:51:25
SC004,Subcomponent SC004,subcomponent,CP008,3,5,37655,Supplier_043,32,1,41,Distributor_006,Truck,2018,3,2020-03-18 02:23:53
RM005,Raw_material RM005,raw_material,CP019,5,4,3632,Supplier_026,41,2,31,Distributor_011,Air Freight,6850,7,2019-07-16 17:33:49
SC012,Subcomponent SC012,subcomponent,CP007,5,6,12619,Supplier_041,43,2,24,Distributor_004,Air Freight,1707,20,2010-06-04 09:57:19
RM001,Raw_material RM001,raw_material,CP007,2,7,572,Supplier_036,72,2,27,Distributor_001,Truck,6923,5,2013-08-21 09:29:43
SC014,Subcomponent SC014,subcomponent,CP006,1,9,44855,Supplier_040,27,2,12,Distributor_003,Sea Freight,9565,16,2014-12-17 06:17:59
CP005,Component CP005,component,SS009,3,34,255457,Supplier_037,13,3,60,Distributor_007,Truck,7828,10,2021-10-13 15:31:17
SC009,Subcomponent SC009,subcomponent,CP018,2,6,5621,Supplier_003,39,1,34,Distributor_003,Rail,7369,12,2016-06-11 17:38:29
RM016,Raw_material RM016,raw_material,CP018,2,10,4040,Supplier_043,60,1,34,Distributor_009,Truck,8660,6,2016-11-21 01:06:50
SC007,Subcomponent SC007,subcomponent,CP012,4,8,14700,Supplier_030,36,4,72,Distributor_010,Rail,9880,27,2016-07-02 14:05:30
SC009,Subcomponent SC009,subcomponent,CP005,4,8,44699,Supplier_025,42,2,62,Distributor_004,Rail,8826,27,2014-10-04 01:45:14
CP013,Component CP013,component,SS016,5,36,181556,Supplier_013,10,2,72,Distributor_011,Truck,1884,6,2010-04-11 22:04:44
SC013,Subcomponent SC013,subcomponent,CP009,4,4,32832,Supplier_032,29,1,64,Distributor_013,Truck,6007,2,2017-05-19 03:37:18
SC013,Subcomponent SC013,subcomponent,CP003,3,17,21009,Supplier_018,35,5,7,Distributor_009,Rail,3375,6,2014-01-18 15:58:56
SC004,Subcomponent SC004,subcomponent,CP013,5,13,12549,Supplier_033,25,3,31,Distributor_011,Sea Freight,845,1,2017-12-11 23:56:03
RM004,Raw_material RM004,raw_material,CP013,2,10,3967,Supplier_031,76,1,45,Distributor_001,Truck,5948,8,2021-02-26 16:00:18
CP002,Component CP002,component,SS001,1,17,118740,Supplier_006,16,4,22,Distributor_001,Rail,4496,27,2015-03-27 14:55:55
SC009,Subcomponent SC009,subcomponent,CP008,4,13,21074,Supplier_023,36,1,30,Distributor_012,Rail,5914,3,2015-12-26 10:10:46
SC012,Subcomponent SC012,subcomponent,CP002,4,8,25878,Supplier_016,45,3,12,Distributor_010,Air Freight,1870,18,2018-11-19 21:59:43
CP012,Component CP012,component,SS011,4,42,289493,Supplier_016,11,3,17,Distributor_013,Air Freight,3579,16,2019-07-03 22:25:15
SC010,Subcomponent SC010,subcomponent,CP012,4,21,50277,Supplier_015,37,3,70,Distributor_006,Truck,5316,4,2011-01-10 19:45:37
RM006,Raw_material RM006,raw_material,CP012,2,7,1171,Supplier_007,106,1,48,Distributor_004,Truck,7578,12,2020-03-30 01:46:35
SS011,Subsystem SS011,subsystem,SY007,1,75,958007,Supplier_017,8,1,32,Distributor_002,Rail,3111,28,2021-01-03 03:53:32
CP016,Component CP016,component,SS013,4,25,137676,Supplier_002,33,3,35,Distributor_006,Sea Freight,9927,16,2011-08-12 13:23:01
SC001,Subcomponent SC001,subcomponent,CP016,5,14,41734,Supplier_006,44,4,30,Distributor_002,Truck,3171,20,2015-01-27 07:11:30
RM020,Raw_material RM020,raw_material,CP016,2,1,632,Supplier_002,71,1,24,Distributor_008,Sea Freight,2274,18,2021-07-09 14:19:54
SC005,Subcomponent SC005,subcomponent,CP010,1,9,38635,Supplier_043,40,5,67,Distributor_003,Sea Freight,2254,21,2012-02-03 22:25:27
SC006,Subcomponent SC006,subcomponent,CP016,4,10,5518,Supplier_012,39,2,7,Distributor_007,Truck,8878,17,2012-07-15 15:10:18
SC008,Subcomponent SC008,subcomponent,CP016,3,17,45795,Supplier_013,45,5,0,Distributor_001,Rail,5171,14,2018-04-22 02:16:56
CP007,Component CP007,component,SS008,1,17,123593,Supplier_014,12,4,70,Distributor_011,Air Freight,6862,27,2013-05-06 08:14:20
SC008,Subcomponent SC008,subcomponent,CP007,5,10,15340,Supplier_035,64,5,21,Distributor_003,Truck,6644,22,2016-05-29 00:16:04
SC002,Subcomponent SC002,subcomponent,CP005,3,14,19771,Supplier_025,25,1,56,Distributor_004,Truck,8731,5,2016-07-18 21:06:14
RM018,Raw_material RM018,raw_material,CP005,4,5,3853,Supplier_004,84,4,42,Distributor_008,Truck,3828,19,2011-04-20 15:15:22
SC009,Subcomponent SC009,subcomponent,CP007,1,11,6400,Supplier_039,44,1,62,Distributor_012,Truck,837,12,2010-07-18 09:04:19
CP001,Component CP001,component,SS004,5,32,443442,Supplier_028,21,1,25,Distributor_005,Sea Freight,8539,10,2019-11-16 16:51:26
SC006,Subcomponent SC006,subcomponent,CP010,2,8,30725,Supplier_003,34,4,24,Distributor_006,Rail,4903,3,2021-11-25 13:23:36
RM003,Raw_material RM003,raw_material,CP010,5,8,1013,Supplier_022,74,4,2,Distributor_003,Sea Freight,6151,7,2021-06-22 14:26:10
SC020,Subcomponent SC020,subcomponent,CP001,1,19,32256,Supplier_038,44,4,45,Distributor_012,Truck,8103,6,2020-11-19 06:23:44
CP002,Component CP002,component,SS011,5,40,134304,Supplier_017,9,5,16,Distributor_013,Sea Freight,9325,21,2021-09-24 21:11:08
SC011,Subcomponent SC011,subcomponent,CP002,4,7,15272,Supplier_037,24,3,30,Distributor_005,Rail,6366,21,2021-09-20 01:38:02
SS005,Subsystem SS005,subsystem,SY016,2,57,1552745,Supplier_030,6,4,38,Distributor_005,Sea Freight,3012,24,2012-03-16 19:51:33
CP003,Component CP003,component,SS009,5,40,72252,Supplier_031,19,2,30,Distributor_006,Air Freight,8154,5,2010-01-01 02:39:52
SC010,Subcomponent SC010,subcomponent,CP019,5,11,18903,Supplier_013,36,1,29,Distributor_008,Sea Freight,3045,28,2013-05-09 01:50:01
SC004,Subcomponent SC004,subcomponent,CP002,5,14,7459,Supplier_010,34,3,56,Distributor_004,Air Freight,3678,5,2011-08-02 11:33:48
SC017,Subcomponent SC017,subcomponent,CP003,5,6,9563,Supplier_029,46,3,34,Distributor_001,Sea Freight,3100,15,2020-03-27 04:20:31
CP002,Component CP002,component,SS015,3,26,163371,Supplier_042,14,2,15,Distributor_006,Air Freight,3996,6,2018-12-18 19:43:52
SC018,Subcomponent SC018,subcomponent,CP013,4,8,32005,Supplier_012,30,3,70,Distributor_009,Air Freight,5964,6,2019-12-29 11:17:42
RM008,Raw_material RM008,raw_material,CP013,2,5,1355,Supplier_009,66,5,65,Distributor_004,Sea Freight,2908,6,2015-09-14 06:11:21
SC016,Subcomponent SC016,subcomponent,CP002,1,5,38153,Supplier_007,27,2,5,Distributor_006,Truck,2637,2,2017-12-03 11:07:33
CP005,Component CP005,component,SS005,1,36,277138,Supplier_023,22,3,71,Distributor_008,Sea Freight,1363,25,2016-09-18 07:11:03
SC001,Subcomponent SC001,subcomponent,CP005,2,6,21632,Supplier_024,28,5,0,Distributor_014,Rail,2969,26,2012-10-15 17:51:01
RM006,Raw_material RM006,raw_material,CP005,1,7,4444,Supplier_022,65,3,11,Distributor_003,Air Freight,8956,17,2020-12-21 12:37:26
CP010,Component CP010,component,SS005,1,27,289714,Supplier_019,14,4,33,Distributor_013,Air Freight,5792,22,2019-02-12 23:39:26
SC010,Subcomponent SC010,subcomponent,CP005,1,18,17423,Supplier_041,18,3,26,Distributor_006,Air Freight,7862,10,2014-05-11 00:09:05
SC008,Subcomponent SC008,subcomponent,CP010,4,10,10840,Supplier_010,54,4,6,Distributor_012,Rail,9614,5,2011-12-02 03:15:58
CP016,Component CP016,component,SS011,5,35,552649,Supplier_038,16,3,65,Distributor_011,Truck,5341,14,2014-04-21 09:50:04
SC013,Subcomponent SC013,subcomponent,CP013,1,12,43478,Supplier_035,54,5,45,Distributor_014,Sea Freight,5772,25,2013-04-22 01:57:38
SC016,Subcomponent SC016,subcomponent,CP009,4,7,25395,Supplier_027,37,2,56,Distributor_012,Sea Freight,4594,2,2013-09-22 17:36:05
SC009,Subcomponent SC009,subcomponent,CP007,4,14,22978,Supplier_043,40,1,8,Distributor_006,Air Freight,6152,7,2012-12-19 12:20:43
RM005,Raw_material RM005,raw_material,CP007,2,2,3812,Supplier_025,59,5,69,Distributor_010,Air Freight,8810,8,2018-02-06 19:54:15
SC017,Subcomponent SC017,subcomponent,CP016,4,17,43423,Supplier_026,60,1,65,Distributor_012,Rail,9494,14,2016-07-11 07:48:46
CP005,Component CP005,component,SS001,2,17,339154,Supplier_026,32,5,10,Distributor_010,Sea Freight,2866,4,2012-07-08 22:05:39
SC014,Subcomponent SC014,subcomponent,CP018,1,18,40189,Supplier_040,37,5,39,Distributor_009,Sea Freight,3125,27,2019-02-10 08:15:34
SC002,Subcomponent SC002,subcomponent,CP014,4,14,32720,Supplier_029,37,1,56,Distributor_005,Rail,4003,21,2016-02-19 10:56:11
RM007,Raw_material RM007,raw_material,CP014,5,8,995,Supplier_022,72,4,17,Distributor_005,Air Freight,573,22,2019-07-06 06:04:54
SC012,Subcomponent SC012,subcomponent,CP005,4,5,57764,Supplier_014,26,5,17,Distributor_002,Sea Freight,4166,23,2021-04-21 10:44:49
CP002,Component CP002,component,SS011,4,38,123205,Supplier_024,28,5,72,Distributor_005,Rail,9570,15,2016-09-15 18:14:00
SC007,Subcomponent SC007,subcomponent,CP007,4,12,34066,Supplier_031,22,4,54,Distributor_010,Sea Freight,4886,20,2014-08-24 11:25:20
SC020,Subcomponent SC020,subcomponent,CP002,4,13,24206,Supplier_043,36,5,48,Distributor_003,Air Freight,7498,9,2015-10-11 22:26:05
SS008,Subsystem SS008,subsystem,SY016,2,40,583266,Supplier_039,11,5,55,Distributor_013,Truck,8346,5,2019-12-31 21:34:42
CP006,Component CP006,component,SS016,1,25,406878,Supplier_032,32,4,2,Distributor_012,Rail,6228,21,2020-04-24 09:39:55
SC016,Subcomponent SC016,subcomponent,CP008,1,5,34156,Supplier_011,27,2,13,Distributor_013,Sea Freight,1908,23,2014-06-30 13:52:14
RM003,Raw_material RM003,raw_material,CP008,3,1,4225,Supplier_011,70,3,56,Distributor_011,Rail,7642,18,2010-12-03 06:13:16
SC013,Subcomponent SC013,subcomponent,CP020,5,13,49279,Supplier_043,22,5,57,Distributor_008,Sea Freight,3117,28,2019-09-30 02:54:01
SC005,Subcomponent SC005,subcomponent,CP006,1,19,24289,Supplier_040,23,4,34,Distributor_010,Truck,7525,25,2015-01-29 10:05:28
CP005,Component CP005,component,SS004,2,42,149636,Supplier_003,29,1,66,Distributor_006,Sea Freight,3303,24,2019-09-07 09:46:20
SC010,Subcomponent SC010,subcomponent,CP017,3,13,25354,Supplier_020,24,4,16,Distributor_003,Truck,2020,26,2018-04-11 15:20:27
SC002,Subcomponent SC002,subcomponent,CP012,2,11,37010,Supplier_022,55,1,32,Distributor_012,Truck,4190,19,2011-04-13 22:47:42
SC010,Subcomponent SC010,subcomponent,CP005,5,9,43198,Supplier_020,40,3,21,Distributor_001,Sea Freight,6573,7,2014-07-12 22:11:05
CP017,Component CP017,component,SS019,5,29,429273,Supplier_004,11,3,26,Distributor_013,Rail,5160,28,2010-05-04 11:49:43
SC007,Subcomponent SC007,subcomponent,CP001,5,5,33818,Supplier_035,29,1,34,Distributor_004,Truck,8508,28,2019-02-01 05:12:39
RM011,Raw_material RM011,raw_material,CP001,1,1,2862,Supplier_003,119,3,42,Distributor_009,Rail,6562,22,2021-08-27 20:52:31
SC018,Subcomponent SC018,subcomponent,CP017,2,15,48386,Supplier_031,21,1,24,Distributor_014,Sea Freight,4757,1,2019-08-26 13:27:09
RM012,Raw_material RM012,raw_material,CP017,1,1,2496,Supplier_005,77,1,56,Distributor_009,Sea Freight,827,14,2017-02-09 15:34:03
CP004,Component CP004,component,SS008,2,24,334198,Supplier_043,22,1,50,Distributor_011,Air Freight,6125,8,2019-11-19 19:30:28
SC009,Subcomponent SC009,subcomponent,CP004,3,5,38432,Supplier_014,39,2,55,Distributor_005,Sea Freight,815,30,2021-10-11 07:24:03
RM020,Raw_material RM020,raw_material,CP004,3,9,4323,Supplier_034,50,5,48,Distributor_014,Truck,7604,5,2011-11-27 00:05:00
SS006,Subsystem SS006,subsystem,SY005,2,63,764818,Supplier_018,12,2,71,Distributor_014,Truck,923,10,2014-04-30 05:30:29
CP003,Component CP003,component,SS011,3,35,404603,Supplier_035,11,5,37,Distributor_004,Air Freight,9938,2,2012-11-28 02:05:43
SC002,Subcomponent SC002,subcomponent,CP013,3,18,43616,Supplier_037,33,5,65,Distributor_013,Rail,1985,10,2020-11-13 10:56:41
SC015,Subcomponent SC015,subcomponent,CP020,3,19,14588,Supplier_044,32,4,57,Distributor_008,Rail,7287,2,2021-02-22 22:26:06
SC009,Subcomponent SC009,subcomponent,CP003,4,5,12783,Supplier_003,25,5,45,Distributor_006,Truck,2104,18,2020-07-28 08:49:04
CP011,Component CP011,component,SS015,2,25,382633,Supplier_007,16,5,42,Distributor_014,Rail,7106,29,2019-07-24 21:56:57
SC010,Subcomponent SC010,subcomponent,CP014,1,14,23969,Supplier_001,41,2,19,Distributor_001,Air Freight,1137,25,2014-05-12 20:54:17
SC002,Subcomponent SC002,subcomponent,CP011,3,4,34880,Supplier_005,23,3,61,Distributor_002,Sea Freight,8332,21,2016-07-19 19:09:17
CP008,Component CP008,component,SS006,3,35,224552,Supplier_030,26,2,25,Distributor_005,Air Freight,8715,15,2014-11-04 15:19:35
SC002,Subcomponent SC002,subcomponent,CP008,2,14,46401,Supplier_039,21,5,16,Distributor_011,Sea Freight,1388,29,2014-08-26 06:39:51
RM017,Raw_material RM017,raw_material,CP008,2,10,1525,Supplier_032,107,4,13,Distributor_011,Sea Freight,8734,10,2011-09-12 21:15:52
SS008,Subsystem SS008,subsystem,SY019,4,38,949373,Supplier_005,16,1,24,Distributor_002,Sea Freight,5909,15,2021-08-20 06:20:19
CP005,Component CP005,component,SS002,4,28,89013,Supplier_017,19,4,27,Distributor_010,Truck,8711,19,2010-11-03 19:37:06
SC010,Subcomponent SC010,subcomponent,CP001,3,8,12035,Supplier_020,54,3,24,Distributor_010,Sea Freight,1702,11,2012-08-27 02:04:33
SC019,Subcomponent SC019,subcomponent,CP005,4,12,51136,Supplier_030,40,5,66,Distributor_014,Truck,8735,7,2014-03-06 00:40:44
CP013,Component CP013,component,SS008,1,22,221652,Supplier_015,15,4,14,Distributor_013,Rail,8337,6,2016-05-23 23:04:40
SC019,Subcomponent SC019,subcomponent,CP013,1,4,10376,Supplier_015,44,1,14,Distributor_008,Sea Freight,4199,1,2011-01-14 05:59:45
SY009,System SY009,system,FP002,2,103,5507720,Supplier_001,6,3,57,Distributor_012,Sea Freight,7228,3,2010-09-02 14:22:55
CP007,Component CP007,component,SS002,2,18,150101,Supplier_002,13,4,58,Distributor_011,Truck,8454,13,2020-06-16 08:29:07
SC019,Subcomponent SC019,subcomponent,CP002,1,14,10241,Supplier_037,27,2,37,Distributor_012,Air Freight,8485,19,2010-04-02 17:29:49
SC011,Subcomponent SC011,subcomponent,CP005,2,10,13803,Supplier_029,47,4,70,Distributor_008,Sea Freight,9069,3,2012-03-02 12:05:45
SC018,Subcomponent SC018,subcomponent,CP007,2,20,19412,Supplier_015,43,5,63,Distributor_004,Sea Freight,3368,14,2011-07-14 02:45:42
CP003,Component CP003,component,SS007,4,21,435461,Supplier_021,9,4,29,Distributor_001,Rail,717,15,2021-10-20 20:26:30
SC015,Subcomponent SC015,subcomponent,CP020,2,10,23306,Supplier_002,31,3,5,Distributor_008,Air Freight,2625,28,2019-04-02 21:07:00
SC004,Subcomponent SC004,subcomponent,CP018,1,4,48484,Supplier_003,29,4,43,Distributor_009,Sea Freight,3128,16,2014-09-18 09:24:05
SC002,Subcomponent SC002,subcomponent,CP013,3,7,15951,Supplier_006,34,2,63,Distributor_014,Sea Freight,1334,6,2017-01-26 03:05:01
SC019,Subcomponent SC019,subcomponent,CP003,1,16,19281,Supplier_036,15,1,47,Distributor_010,Truck,1585,3,2014-05-11 03:09:23
RM004,Raw_material RM004,raw_material,CP003,4,7,4520,Supplier_014,69,2,62,Distributor_006,Truck,8231,15,2018-05-08 19:00:19
CP005,Component CP005,component,SS018,3,19,209983,Supplier_033,15,4,50,Distributor_006,Truck,2288,29,2019-01-24 18:17:39
SC017,Subcomponent SC017,subcomponent,CP003,4,15,34928,Supplier_012,43,1,21,Distributor_009,Sea Freight,3126,8,2015-03-31 14:12:24
SC010,Subcomponent SC010,subcomponent,CP012,3,9,30860,Supplier_016,32,1,61,Distributor_012,Truck,6134,6,2010-04-03 14:13:27
SC008,Subcomponent SC008,subcomponent,CP002,3,6,14916,Supplier_006,52,5,10,Distributor_005,Truck,3581,17,2014-03-12 07:02:08
RM010,Raw_material RM010,raw_material,CP002,3,4,1180,Supplier_007,93,4,72,Distributor_012,Air Freight,217,11,2017-04-28 21:53:44
SC002,Subcomponent SC002,subcomponent,CP005,4,14,7782,Supplier_043,15,4,30,Distributor_014,Rail,3809,16,2015-04-01 16:57:48
CP019,Component CP019,component,SS012,3,25,312527,Supplier_001,13,5,32,Distributor_008,Air Freight,6609,2,2010-02-17 15:05:55
RM016,Raw_material RM016,raw_material,CP018,2,4,3120,Supplier_004,72,3,47,Distributor_012,Air Freight,258,1,2020-03-19 15:43:00
SC008,Subcomponent SC008,subcomponent,CP020,3,11,41505,Supplier_040,27,1,8,Distributor_014,Rail,9125,10,2020-10-04 14:48:47
SC006,Subcomponent SC006,subcomponent,CP019,2,4,31428,Supplier_041,23,3,31,Distributor_007,Sea Freight,175,7,2018-10-17 10:03:40
RM017,Raw_material RM017,raw_material,CP019,2,1,4095,Supplier_021,41,5,37,Distributor_003,Rail,7169,8,2021-02-26 11:58:54
CP017,Component CP017,component,SS013,2,38,146762,Supplier_030,27,2,37,Distributor_010,Air Freight,6707,8,2018-01-22 23:58:26
SC014,Subcomponent SC014,subcomponent,CP013,2,6,47487,Supplier_021,22,1,41,Distributor_001,Truck,8259,26,2010-02-08 00:29:05
SC011,Subcomponent SC011,subcomponent,CP017,4,20,31955,Supplier_011,28,4,29,Distributor_010,Rail,1606,12,2014-01-06 10:05:52
RM008,Raw_material RM008,raw_material,CP017,4,5,1766,Supplier_043,46,2,16,Distributor_004,Sea Freight,1816,22,2010-12-29 22:00:23
SS007,Subsystem SS007,subsystem,SY001,5,51,2057012,Supplier_014,5,2,17,Distributor_013,Truck,4222,5,2020-09-05 02:05:02
CP004,Component CP004,component,SS003,1,30,114755,Supplier_015,26,1,33,Distributor_002,Truck,4298,25,2019-05-12 11:46:52
RM018,Raw_material RM018,raw_material,CP012,5,6,2805,Supplier_002,83,1,9,Distributor_010,Air Freight,1599,14,2019-01-10 01:55:06
SC010,Subcomponent SC010,subcomponent,CP016,2,5,34988,Supplier_015,32,3,13,Distributor_006,Air Freight,7554,24,2020-04-16 07:09:33
SC020,Subcomponent SC020,subcomponent,CP013,2,5,40700,Supplier_032,61,5,22,Distributor_001,Sea Freight,4803,17,2016-05-04 05:28:55
RM018,Raw_material RM018,raw_material,CP013,5,5,1493,Supplier_038,61,2,47,Distributor_010,Truck,7404,24,2021-02-15 05:19:14
SC014,Subcomponent SC014,subcomponent,CP004,4,11,33325,Supplier_032,17,1,2,Distributor_010,Truck,207,29,2010-06-28 14:44:15
CP018,Component CP018,component,SS004,4,30,358114,Supplier_008,27,4,3,Distributor_007,Truck,9638,4,2012-03-20 16:03:41
SC008,Subcomponent SC008,subcomponent,CP020,3,13,9988,Supplier_037,47,2,31,Distributor_007,Rail,2604,18,2010-09-06 15:07:08
SC011,Subcomponent SC011,subcomponent,CP015,3,6,20555,Supplier_043,23,4,4,Distributor_006,Air Freight,5152,17,2010-02-05 13:24:01
SC001,Subcomponent SC001,subcomponent,CP018,2,15,25592,Supplier_010,51,4,55,Distributor_014,Air Freight,4163,27,2012-03-03 15:50:21
RM015,Raw_material RM015,raw_material,CP018,2,1,1598,Supplier_035,98,5,54,Distributor_002,Air Freight,3584,1,2012-06-06 22:00:17
CP002,Component CP002,component,SS005,3,37,474089,Supplier_031,21,5,46,Distributor_001,Sea Freight,1593,18,2018-07-29 03:05:02
SC004,Subcomponent SC004,subcomponent,CP003,5,9,31016,Supplier_022,29,2,34,Distributor_008,Truck,6779,7,2014-04-07 20:49:22
SC002,Subcomponent SC002,subcomponent,CP017,4,10,13734,Supplier_011,21,5,65,Distributor_009,Truck,6518,27,2015-01-07 20:29:15
SC002,Subcomponent SC002,subcomponent,CP002,3,15,26082,Supplier_011,23,2,29,Distributor_002,Sea Freight,1572,4,2010-10-18 13:06:33
CP003,Component CP003,component,SS007,2,21,371889,Supplier_040,11,2,24,Distributor_014,Sea Freight,4031,21,2021-01-20 16:53:50
SC015,Subcomponent SC015,subcomponent,CP003,2,14,28910,Supplier_011,23,2,3,Distributor_014,Truck,9907,20,2015-02-02 04:41:38
SS004,Subsystem SS004,subsystem,SY016,5,42,816067,Supplier_004,9,3,65,Distributor_014,Truck,6451,29,2013-05-13 06:25:24
CP010,Component CP010,component,SS006,1,28,161181,Supplier_023,12,4,52,Distributor_010,Air Freight,1574,17,2011-05-10 14:29:42
SC012,Subcomponent SC012,subcomponent,CP004,3,17,33292,Supplier_007,40,2,65,Distributor_007,Truck,9538,17,2015-10-14 01:46:01
RM014,Raw_material RM014,raw_material,CP010,1,8,2282,Supplier_039,75,4,62,Distributor_014,Air Freight,2676,28,2014-02-28 05:27:06
SC003,Subcomponent SC003,subcomponent,CP019,2,6,11997,Supplier_044,32,5,25,Distributor_009,Truck,7088,22,2013-01-16 23:12:29
SC018,Subcomponent SC018,subcomponent,CP010,3,16,27316,Supplier_042,30,1,32,Distributor_009,Sea Freight,3906,15,2015-03-24 22:32:12
RM020,Raw_material RM020,raw_material,CP010,2,1,2070,Supplier_018,105,1,48,Distributor_004,Rail,6782,1,2021-05-16 11:55:42
CP008,Component CP008,component,SS018,2,35,98901,Supplier_037,22,1,68,Distributor_012,Air Freight,2274,26,2012-11-01 02:18:54
SC019,Subcomponent SC019,subcomponent,CP018,3,13,12645,Supplier_015,18,1,4,Distributor_012,Truck,7606,7,2018-11-17 05:06:07
RM002,Raw_material RM002,raw_material,CP018,1,8,2895,Supplier_020,82,2,3,Distributor_007,Air Freight,6728,21,2017-11-03 23:48:43
SC018,Subcomponent SC018,subcomponent,CP019,2,18,19598,Supplier_023,20,3,16,Distributor_014,Sea Freight,8346,17,2021-05-11 13:11:40
